yyyyq,index,d12,e12,b_m,tbl,aaa,baa,lty,cay,ntis,rfree,infl,ltr,corpr,svar,csp,ik,crsp_s_pvw,crsp_s_pvwx,d3,e3
19372,15.4,0.84,1.17,0.5049610205527995,0.0036,0.0328,0.0493,0.0285,NaN,0.031266166536589174,9e-4,0.014084507042253502,0.007404072794000127,0.016184584159999904,0.012044022282000003,0.0042059432,NaN,-0.13506750635340992,-0.14474128968917543,NaN,0.34
19373,13.76,0.77,1.22,0.5531474412887365,0.0031,0.0328,0.0516,0.0284,NaN,0.03584672562597647,7.75e-4,0.01388888888888884,0.007771134159999971,0.0046988534250000935,0.020944157959000002,0.0033385337,NaN,-0.10283577533955757,-0.11268106502248898,NaN,0.26
19374,10.55,0.8,1.13,0.7074886222589988,0.0011,0.0321,0.0573,0.0273,NaN,0.0317777281906668,2.75e-4,-0.013698630136986245,0.022153810624000014,0.02023497076299985,0.06065059475099998,0.0028331217,NaN,-0.21600711939470685,-0.2363169827409567,NaN,0.23
19381,8.5,0.78,0.97,0.8923698837796866,8e-4,0.0322,0.063,0.0273,NaN,0.0338481246954638,2e-4,-0.02083333333333337,0.00718920033199999,-0.003937993060000089,0.03259167407899999,0.0029648264,NaN,-0.1953893717153673,-0.20385168793443886,NaN,0.14000000000000001
19382,11.56,0.74,0.77,0.6595458619659397,5e-4,0.0326,0.0625,0.0259,NaN,0.01674667480890321,1.25e-4,0,0.025902596959999746,0.024454531099999954,0.038353467460000006,0.0060859031,NaN,0.37509927694554945,0.35979305694950003,NaN,0.14000000000000001
19383,12.24,0.66,0.62,0.6242488511841641,8e-4,0.0321,0.0565,0.0259,NaN,0.011898215076426655,2e-4,0,0.006509459999999967,0.015638553313999992,0.029858150301000003,0.0061280147,NaN,0.06462734236770173,0.05668296994319788,NaN,0.11
19384,13.21,0.51,0.64,0.5720393884426016,3e-4,0.0308,0.0527,0.0252,NaN,0.005721712650159599,7.5e-5,-0.007092198581560294,0.014532706879999857,0.02407270111999993,0.011339537741000001,0.0041669638,NaN,0.09776483166549688,0.08617028967186569,NaN,0.25
19391,10.98,0.52,0.71,0.6606492718446602,3e-4,0.0299,0.0489,0.0237,NaN,-0.001260685612704563,7.5e-5,-0.0071428571428571175,0.026621540000000055,0.010833030975999858,0.019125843182,0.002714895,NaN,-0.1642235215090735,-0.17213321183437424,NaN,0.21
19392,10.86,0.53,0.76,0.666768736124933,3e-4,0.0292,0.0491,0.0221,NaN,-8.635190991709026e-5,7.5e-5,-0.007194244604316502,0.026323205193999888,0.014871019759999937,0.015964726575,0.004162359,NaN,-0.0031861107945780898,-0.01425170587351654,NaN,0.19
19393,13.02,0.56,0.81,0.5800479488545551,0.0014000000000000002,0.0325,0.05,0.0278,NaN,-0.0021095515547625964,3.5000000000000005e-4,0.021739130434782483,-0.06303515141499993,-0.025374635656000177,0.027125759394,0.0070891874,NaN,0.22397237182538787,0.21204109404766847,NaN,0.16
19394,12.49,0.62,0.9,0.5807053803586905,4e-4,0.0294,0.0492,0.0226,NaN,0.0025507840509365943,1e-4,-0.007092198581560294,0.0732032308999997,0.03983517039400031,0.004203984562000001,0.0060740339,NaN,-0.030156145140140644,-0.04630779860704226,NaN,0.34
19401,12.25,0.63,0.99,0.6479598752880574,2e-4,0.0284,0.048,0.0215,NaN,0.005678708849420023,5e-5,0,0.018713028756999872,0.011944640420999963,0.0026766632139999993,0.0050460313,NaN,-0.010014474321251687,-0.01993653230462067,NaN,0.3
19402,9.98,0.65,1.04,0.7832213665410453,0.001,0.0296,0.0511,0.0227,NaN,0.006369790659172166,2.5e-4,0.0071428571428571175,-0.008354370029999947,6.828237720000185e-4,0.029657861994000004,0.0035129471,NaN,-0.17139313371261955,-0.18541603860028122,NaN,0.24
19403,10.66,0.67,1.08,0.7207478890229192,5e-4,0.0282,0.0466,0.0215,NaN,0.00964693878972165,1.25e-4,-0.007092198581560294,0.01910272016000003,0.012027243523999864,0.007828355159,0.0044783699,NaN,0.0848950439833367,0.07009055266190667,NaN,0.2
19404,10.58,0.67,1.05,0.7290475101044764,2e-4,0.0271,0.0445,0.0194,NaN,0.0125891885219032,5e-5,0.0071428571428571175,0.03052209578499987,0.00890503899899997,0.007887114383999999,0.0042619728,NaN,0.013775215349339787,-0.007023303357544419,NaN,0.31
19411,9.96,0.68,1.06,0.8042698826597132,0.0011,0.028,0.0438,0.0206,NaN,0.010060575017632082,2.75e-4,0.007092198581560183,-0.008714345919999977,-0.0010022807920000432,0.005971552608000001,0.0018550226,NaN,-0.04164077876163319,-0.054900623009885297,NaN,0.31
19412,9.85,0.69,1.09,0.8015267175572519,0.0012,0.0277,0.0431,0.0191,NaN,0.008967506561370122,3e-4,0.035211267605633756,0.02233801987799966,0.01911847078599993,0.004522471738,0.0022238989,NaN,0.006133549050271414,-0.012198537964698497,NaN,0.27
19413,10.2,0.7,1.19,0.7782684119224098,0.001,0.0275,0.043,0.0193,NaN,0.010283855188842077,2.5e-4,0.027210884353741527,0.002799155248000007,0.014568082815999972,0.0027015953049999994,0.0026685511,NaN,0.04816730370104749,0.033321111583209495,NaN,0.3
19414,8.69,0.71,1.16,0.8895097332372027,0.0033,0.028,0.0438,0.0204,NaN,0.010342826313128743,8.25e-4,0.026490066225165476,-0.006836351380000161,-0.005435579176000016,0.009276808033,0.0034469828,NaN,-0.12333675149696921,-0.14662514711478303,NaN,0.28000000000000003
19421,8.01,0.69,1.04,1.0348638601426705,0.0025,0.0286,0.043,0.0244,NaN,0.010120461564385303,6.25e-4,0.032258064516129004,0.017281259828000106,0.006098256975999972,0.006571891634999999,0.0030109638,NaN,-0.06010348992028114,-0.07387323695528103,NaN,0.19
19422,8.3,0.66,0.98,0.9967098896845364,0.0037,0.0285,0.0433,0.0244,NaN,0.01019830551517112,9.25e-4,0.018750000000000044,0.004879623474999928,0.006010044079999943,0.005233831904999998,0.0032658448,NaN,0.053921723550928835,0.034642725605853686,NaN,0.21
19423,8.85,0.62,0.94,0.9440014664100449,0.0038,0.028,0.0426,0.0244,NaN,0.0062435383724597435,9.5e-4,0.012269938650306678,0.005908522051999876,0.007518014000000184,0.003188211920999999,0.0028007712,NaN,0.08606400608057685,0.07093946243378846,NaN,0.26
19424,9.77,0.59,1.03,0.862646566164154,0.0038,0.0281,0.0428,0.0246,NaN,0.0018120042882714858,9.5e-4,0.024242424242424176,0.003786168839999826,0.006106241763999876,0.003057043181999999,0.0051009425,NaN,0.12434893905016087,0.10115681823852252,NaN,0.37
19431,11.58,0.59,1.07,0.7834809987552172,0.0038,0.0276,0.0401,0.0247,NaN,0.0018918598080365334,9.5e-4,0.01775147928994092,0.0037008685150001774,0.007513945879999762,0.0029332407629999997,0.0073223493,NaN,0.20260851861476392,0.1896979329068278,NaN,0.23
19432,12.35,0.59,1.1,0.746268656716418,0.0038,0.0272,0.0388,0.0244,NaN,0.00120010534857587,9.5e-4,0.01744186046511631,0.01164168319999992,0.014570192895999812,0.004650901518000004,0.0013497331,NaN,0.079388968443316,0.06605580762329866,NaN,0.24
19433,12.08,0.6,1.08,0.7636311732800457,0.0038,0.0269,0.0383,0.0246,NaN,0.01369347801997471,9.5e-4,-0.005714285714285783,0.003101989769000113,0.00430551180499994,0.004748036983000002,0.0016281149,NaN,-0.011261063107381397,-0.02176731253829034,NaN,0.24
19434,11.67,0.61,0.94,0.7874015748031497,0.0038,0.0274,0.0382,0.0248,NaN,0.014422539244569406,9.5e-4,0,0.00230090000000005,0.001686400142999922,0.0037543510930000005,0.0019623979,NaN,-0.013094069151480925,-0.030116250315674997,NaN,0.23
19441,12.02,0.62,0.93,0.8138864880437914,0.0038,0.0274,0.037,0.0247,NaN,0.01914532734636096,9.5e-4,0,0.007417864112000183,0.010232752639999898,0.0019188805229999992,0.0015918007,NaN,0.047072201005754266,0.03516492942127192,NaN,0.22
19442,12.98,0.63,0.92,0.761558161477288,0.0038,0.0273,0.0359,0.0248,NaN,0.018201769961051797,9.5e-4,0.011494252873563315,0.004906922912000011,0.005909503400000071,0.0018936573189999996,0.0027429124,NaN,0.09233518699758236,0.07798794094125805,NaN,0.23
19443,12.78,0.64,0.9,0.7723327182010798,0.0038,0.0272,0.0356,0.0247,NaN,0.008962754503139679,9.5e-4,0.005681818181818121,0.0077185536080000006,0.008724501964000098,0.0026151763879999988,0.0029150307,NaN,-0.005744710103372075,-0.015669066205409754,NaN,0.22
19444,13.28,0.64,0.93,0.7437635753307444,0.0038,0.027,0.0349,0.0246,NaN,0.019062446533258545,9.5e-4,0.005649717514124353,0.007818012096000082,0.021709085888000024,0.0019717884289999995,0.0035223172,NaN,0.06546898332056861,0.048199535337251076,NaN,0.26
19451,13.64,0.65,0.96,0.7678826431260548,0.0038,0.0262,0.0338,0.0236,NaN,0.015962527841657536,9.5e-4,0,0.022640835358999967,0.01405698292799995,0.0034667570269999995,0.0040766101,NaN,0.03708828818125154,0.02668123249641141,NaN,0.25
19452,14.96,0.65,1,0.7188430455125479,0.0038,0.0261,0.0329,0.0217,NaN,0.01946631670743295,9.5e-4,0.016853932584269593,0.038956154239999874,0.003900253664000042,0.0031854027770000003,0.0041469851,NaN,0.115026653959732,0.10227662643811541,NaN,0.27
19453,16.16,0.66,0.99,0.6568208317139526,0.0038,0.0262,0.0324,0.0221,NaN,0.017606919749428875,9.5e-4,0,-6.548807439999971e-4,0.002497318592000086,0.005349312211,0.0036217464,NaN,0.08510131037855784,0.07566717192442085,NaN,0.21
19454,17.36,0.66,0.96,0.6132393344046446,0.0038,0.0261,0.031,0.0199,NaN,0.025525278289567403,9.5e-4,0.0055248618784529135,0.042876782,0.01979549619200016,0.003967772391999999,0.0043280057,NaN,0.08914204669460535,0.07592830775201476,NaN,0.23
19461,18.08,0.68,0.9,0.6148526758869512,0.0038,0.0247,0.0294,0.0198,NaN,0.03118787560107204,9.5e-4,0.005494505494505475,0.006713707999999929,0.019698747967999974,0.010084154917999999,0.0036328539,NaN,0.04891169599785239,0.03981643049441663,NaN,0.19
19462,18.43,0.68,0.84,0.5967318354245696,0.0038,0.0249,0.0303,0.0206,NaN,0.03359157149834307,9.5e-4,0.021857923497267784,-0.007786586599999978,-5.127455229999578e-4,0.0038319704099999993,0.003061925,NaN,0.027959388543914,0.018990253621266717,NaN,0.21
19463,14.96,0.69,0.89,0.7116343811622782,0.0038,0.0258,0.031,0.0219,NaN,0.0491119445726133,9.5e-4,0.09090909090909083,-0.015942049959999927,-0.01256346745600001,0.019709014536999997,0.0026064326,NaN,-0.18861468854682029,-0.19569650649333914,NaN,0.26
19464,15.3,0.71,1.06,0.6924379232505644,0.0038,0.0261,0.0317,0.0212,NaN,0.03607606045087872,9.5e-4,0.05392156862745101,0.016488460580000197,0.010789293500000019,0.012745952089000003,0.0017810408,NaN,0.036961603925608655,0.022719462914637445,NaN,0.4
19471,15.17,0.72,1.27,0.7415349887133184,0.0038,0.0255,0.0315,0.0213,NaN,0.03101997972556631,9.5e-4,0.018604651162790642,0.0035017374799999335,0.007706951674999907,0.005887147491000002,8.0364625e-4,0.0359186499,-0.0016878172462388985,-0.012358748058426294,NaN,0.4
19472,15.21,0.76,1.44,0.7411167512690355,0.0038,0.0255,0.0321,0.0216,NaN,0.0264727428400749,9.5e-4,0.004566210045662267,5.873777900000654e-4,0.004405601599999809,0.006811225346000003,0.0038172362,0.0349724114,0.011292943875120143,-0.0024940131443812463,NaN,0.38
19473,15.11,0.79,1.55,0.740323398501324,0.008,0.0261,0.0323,0.0213,NaN,0.024058549955382553,0.002,0.045454545454545414,0.009987445468000011,-0.018147203979999915,0.004187344280000001,0.0043268967,0.033943486,0.0055001301269499425,-0.005698304485111549,NaN,0.37
19474,15.3,0.84,1.61,0.7253256789578274,0.0095,0.0286,0.0352,0.0243,NaN,0.025921595269506336,0.002375,0.017391304347825987,-0.03983173609599999,-0.01725002715200008,0.0024528029639999996,0.0047609245,0.0347173151,0.033445636973910675,0.014226731341154375,NaN,0.46
19481,15.08,0.85,1.71,0.8414221218961625,0.01,0.0283,0.0353,0.0241,NaN,0.027187025483540288,0.0025,0,0.010031671280000154,0.017881917640000022,0.004886523072,0.0058085148,0.0365247147,-0.001243142907938588,-0.014339666686238428,NaN,0.5
19482,16.74,0.85,1.86,0.7869735036419296,0.01,0.0276,0.0334,0.0238,NaN,0.023893669202064764,0.0025,0.02991452991453003,0.01010667702000001,-0.003735165232000126,0.0029117834700000014,0.0031442365,0.0348432913,0.12598945348546153,0.11235847372468855,NaN,0.53
19483,15.49,0.87,2.07,0.8362310712282669,0.0109,0.0284,0.0345,0.0242,NaN,0.019128082199314826,0.002725,0.016597510373443924,-6.030102939998949e-4,0.0026720513600000384,0.006347632122000002,0.0030531024,0.0345889031,-0.06357064648627142,-0.07519542838442272,NaN,0.57999999999999996
19484,15.2,0.93,2.29,0.8409475465313028,0.0116,0.0279,0.0353,0.0237,NaN,0.015014554123042907,0.0029,-0.01632653061224487,0.013951829792000048,0.02416345724000002,0.007953871446999996,0.0016330103,0.0351438201,-4.910008329945814e-4,-0.022059844916821114,NaN,0.68
19491,15.06,0.98,2.38,0.9017504234895539,0.011699999999999999,0.027,0.0347,0.0227,NaN,0.014658966241923112,0.0029249999999999996,-0.012448132780083054,0.020637417332000085,0.008319770108000002,0.0038435589770000004,0.0027170669,0.033136979,0.003946265298877316,-0.01198153113069933,NaN,0.59
19492,14.16,1.02,2.4,0.9538884243220642,0.011699999999999999,0.0271,0.0347,0.0217,NaN,0.0168124176066306,0.0029249999999999996,0.004201680672268893,0.019752224902999993,0.014560053415999974,0.0032047423880000006,0.0040919143,0.0315836266,-0.045903006418409054,-0.06176541917765643,NaN,0.55000000000000004
19493,15.58,1.04,2.39,0.8750205468193524,0.010700000000000001,0.026,0.0337,0.0212,NaN,0.023343407531069463,0.0026750000000000003,0,0.013320749707000257,0.015765266923000176,0.003262011,0.0026298133,0.0298216196,0.11566949397160409,0.10021229617063487,NaN,0.56999999999999995
19494,16.76,1.14,2.32,0.7964292838619588,0.011000000000000001,0.0258,0.0331,0.0209,NaN,0.027175584701247667,0.0027500000000000003,-0.012552301255229992,0.009224810747999967,-0.005813734015000072,0.001995603088,0.004252018,0.0291639031,0.10472667393039736,0.07629859485118962,NaN,0.61
19501,17.29,1.17,2.37,0.8255277845183208,0.011200000000000002,0.0258,0.0324,0.0215,NaN,0.029291342017535797,0.0028000000000000004,0,-0.003216020248000051,0.0066122756980000474,0.0020394697089999997,0.00455264,0.0298737877,0.04820211887628534,0.03204459373730528,NaN,0.64
19502,17.69,1.2,2.54,0.8134474678398927,0.0115,0.0262,0.0328,0.0216,NaN,0.030396658842657943,0.002875,0.008474576271186418,0.0037941252500000022,6.969614719998241e-4,0.007210990225000001,0.0041153743,0.0323839612,0.03556910087497944,0.021061320420812102,NaN,0.72
19503,19.45,1.33,2.72,0.7514578547446544,0.013000000000000001,0.0264,0.0321,0.022,NaN,0.02591420886679404,0.0032500000000000003,0.025210084033613356,-3.4203543999977715e-4,0.006784387741999964,0.005504228129,0.0040318334,0.0350312791,0.12924259794691295,0.10711838761637749,NaN,0.75
19504,20.41,1.47,2.84,0.7225384419335655,0.0134,0.0267,0.032,0.0224,NaN,0.031358255908732945,0.00335,0.024590163934426368,2.81093120000131e-4,0.00690625006400003,0.006706620506999999,0.0056625153,0.0346300315,0.08458431791110121,0.05454777301747438,NaN,0.73
19511,21.4,1.52,2.83,0.7813946002494668,0.013999999999999999,0.0278,0.0323,0.0241,NaN,0.03268677129397886,0.0034999999999999996,0.03200000000000003,-0.017317126155999896,-0.026148911868000058,0.0035829974950000003,0.0057490293,0.0334081877,0.06170484159500211,0.04671769033246087,NaN,0.63
19512,20.96,1.56,2.72,0.8003626772172766,0.014499999999999999,0.0294,0.0349,0.0259,NaN,0.036341120871883556,0.0036249999999999998,0.003875968992248069,-0.019274959513999934,-0.011676342554999941,0.0033923914200000003,0.0040645158,0.0335886343,-0.008647601472695388,-0.02330170856082059,NaN,0.61
19513,23.26,1.52,2.51,0.7161823277769581,0.0163,0.0284,0.0346,0.0253,NaN,0.028799505871312598,0.004075,0.007722007722007929,0.015645927040000007,0.026250537909999982,0.0022447564359999992,0.0039337103,0.0336799575,0.12794304507614762,0.11242601996176527,NaN,0.54
19514,23.77,1.41,2.44,0.7213163466181332,0.0173,0.0301,0.0361,0.0269,NaN,0.03615078779985318,0.004325,0.015325670498084198,-0.01863665703999995,-0.014830516989999931,0.002962094274999999,0.0041468933,0.0327005625,0.03964312874040021,0.020165926282107227,NaN,0.66
19521,24.37,1.42,2.4,0.7518741186075856,0.0159,0.0296,0.0351,0.0263,-0.0090846562,0.0320941366753705,0.003975,-0.007547169811320753,0.015350583512000027,0.018916204459999975,0.002101837234000001,0.0033227299,0.0325744211,0.044465224050343144,0.029618031084175378,NaN,0.59
19522,24.96,1.45,2.34,0.7387150878728214,0.017,0.0294,0.035,0.0259,0.0013602214,0.027731270299789154,0.00425,0.0076045627376426506,0.014047693070999845,0.004303078016000272,0.0016595585389999996,0.0044307208,0.0326906659,0.03827485818434684,0.02383223888311159,NaN,0.55000000000000004
19523,24.54,1.45,2.36,0.748678910609364,0.0171,0.0295,0.0352,0.0277,7.7119e-4,0.03103805499205994,0.004275,0.007547169811320753,-0.021869182000000098,0.006095841855999984,0.0010755910279999998,0.0035043688,0.0295096652,-0.004979908712246628,-0.017758982365895792,NaN,0.56000000000000005
19524,26.57,1.41,2.4,0.6940733127783488,0.0209,0.0297,0.0351,0.0279,-0.0141012991,0.026534716358030466,0.005225,0,0.004563610920000016,0.005507966708000023,0.0017530246000000004,0.0034459187,0.0320210117,0.10229533479820185,0.08437191406916145,NaN,0.7
19531,25.29,1.41,2.43,0.7624968735484332,0.020099999999999996,0.0312,0.0357,0.0294,-0.017054936,0.024013352761139525,0.005024999999999999,-0.0037453183520598232,-0.01624434812800002,-0.015228505599999997,0.0015742750779999999,0.0028973121,0.0335478309,-0.03568284917978459,-0.04824954138429016,NaN,0.62
19532,24.14,1.42,2.51,0.7954969059867293,0.021099999999999997,0.034,0.0386,0.0301,-0.017413877,0.027461899830267294,0.005274999999999999,0.007518796992481258,-0.00340532457999998,-0.017127809040000108,0.002970453666000001,0.0028537844,0.0334884596,-0.03210217115988889,-0.045194532220758754,NaN,0.63
19533,23.35,1.42,2.55,0.8082108771398273,0.0179,0.0329,0.0388,0.0284,-0.0148216107,0.025876605890648562,0.004475,0.003731343283581934,0.03308947671200002,0.034578503615000145,0.002368131022,0.0026094226,0.0339589046,-0.022973263131320643,-0.036676695583590324,NaN,0.6
19534,24.81,1.45,2.51,0.7597009611961553,0.016,0.0313,0.0374,0.0274,-0.0120191766,0.024822272294748638,0.004,0,0.02311449304399993,0.03269631978800014,0.001366618891,0.0027933096,0.0332499467,0.07786523179444593,0.05891648298119945,NaN,0.66
19541,26.94,1.47,2.55,0.8049158182596949,0.0103,0.0286,0.0351,0.0278,0.0077390923,0.022093476024517163,0.002575,0,0.03910565887999984,0.03647205752799998,0.001195486081,0.002326738,0.0319918323,0.09967116912862317,0.08503995793435015,NaN,0.66
19542,29.21,1.45,2.62,0.7324678439720566,0.0064,0.029,0.0349,0.0272,0.0129340871,0.01835741903103597,0.0016,0,0.01793575517599999,-0.0013335100359999075,0.0020959836500000005,0.0018383463,0.0314363114,0.0959005434722795,0.08290706882958543,NaN,0.7
19543,32.31,1.47,2.63,0.6777451034788882,0.0101,0.0289,0.0347,0.0271,0.0206199326,0.016884188602312594,0.002525,-0.0037174721189590088,0.008742008240000043,0.009830428799999957,0.0024500627550000003,0.0022077679,0.0320900218,0.11636817350124518,0.10360715423963418,NaN,0.61
19544,35.98,1.54,2.77,0.604119785355721,0.0115,0.029,0.0345,0.0272,0.0133446096,0.026992812470241084,0.002875,-0.003731343283582156,0.004486330400000016,0.008221067000000026,0.0026482810980000006,0.0028454745,0.031770164,0.13462032385497946,0.11814374597850597,NaN,0.8
19551,36.58,1.56,2.96,0.6077617769099342,0.0128,0.0302,0.0348,0.0288,0.0122715257,0.02796834193326807,0.0032,0,-0.023287914574000146,-0.00688552778799989,0.005603977188,0.0028220555,0.032123136,0.029533096132021708,0.01919271617094309,NaN,0.85
19552,41.03,1.57,3.22,0.5516416323275289,0.0141,0.0305,0.0351,0.0293,-9.12033e-5,0.025363932271466653,0.003525,0,-2.555155479999627e-4,9.94670521999863e-4,0.0020188678080000004,4.5419824e-4,0.0339044045,0.13161538682354457,0.120710279202628,NaN,0.96
19553,43.67,1.62,3.44,0.5336247910505336,0.0207,0.0313,0.0359,0.0298,-0.0091934427,0.025633980800136215,0.005175,0.0074906367041198685,-0.0025756497839999337,-3.443415919999193e-4,0.008913602913999999,2.0638789e-4,0.0353201518,0.06888950323589427,0.058886048482624576,NaN,0.83
19554,45.48,1.64,3.62,0.5098280098280098,0.0254,0.0315,0.0362,0.0295,-0.0035419642,0.025244549861861313,0.00635,-0.0037174721189590088,0.013571590239999987,0.011106692580000077,0.005083760847,2.4379918e-4,0.0359170376,0.054355251425298956,0.04003973116213988,NaN,0.98
19561,48.48,1.73,3.69,0.5310771996326619,0.0225,0.031,0.036,0.0303,-0.0061699699,0.026695068384052046,0.005625,0,-0.006922325265999896,-0.0017631547840000206,0.003288987086000001,7.4149788e-4,0.0348677276,0.0755605610554515,0.06594229812603936,NaN,0.92
19562,46.97,1.8,3.6,0.5515645927188604,0.024900000000000002,0.0326,0.0376,0.0299,-0.0113452208,0.025671522082138493,0.0062250000000000005,0.014925373134328401,0.013675303524999904,-0.008148352359999889,0.0036883729780000005,9.3993644e-4,0.0350674163,-0.02240001686187254,-0.03208663053736038,NaN,0.87
19563,45.35,1.84,3.46,0.5719095213045766,0.028399999999999998,0.0356,0.0407,0.0324,-0.0077540062,0.02936194924148792,0.0070999999999999995,0.007352941176470562,-0.034405215850000226,-0.028742447871999977,0.002518761125,0.0013593543,0.0350012404,-0.027815485144909724,-0.03689651528328686,NaN,0.69
19564,46.67,1.74,3.41,0.5441768274370833,0.0321,0.0375,0.0437,0.0345,-0.0125897429,0.026149367267363086,0.008025,0.007299270072992803,-0.028771080961999984,-0.03097936485999986,0.004393803107999999,9.6984129e-4,0.0345737022,0.04113928577834791,0.028315898986855714,NaN,0.93
19571,44.11,1.73,3.4,0.5998188749183885,0.0308,0.0366,0.0443,0.0331,-0.0121206417,0.026599594699423877,0.0077,0.007246376811594235,0.03469725239999999,0.03432912605000005,0.0022882802439999996,0.0010540988,0.0344896433,-0.04185591400516686,-0.053791049067956065,NaN,0.91
19572,47.37,1.73,3.42,0.5658765324166981,0.0329,0.0391,0.0463,0.0361,-0.0103174256,0.03052769142737752,0.008225,0.010791366906474753,-0.04200885907999996,-0.045798073900000014,0.001362852649,0.0021760295,0.0340768145,0.0863082152969612,0.0760022139370169,NaN,0.89
19573,42.42,1.76,3.47,0.6241507779969319,0.0353,0.0412,0.0493,0.0364,-0.0022801532,0.034362522478884196,0.008825,0.007117437722419906,0.003669533767999944,-0.0025030559499999994,0.004218225761000001,0.0011169848,0.0344794418,-0.09530813282125628,-0.10420254842443877,NaN,0.74
19574,39.99,1.79,3.37,0.6536757786499575,0.0304,0.0381,0.0503,0.0323,0.0074618516,0.034873146995566345,0.0076,0.0035335689045936647,0.0802081284499998,0.10426432980499989,0.009677492382999999,6.679271e-4,0.0332670082,-0.05287280373129455,-0.06474074060940038,NaN,0.83
19581,42.1,1.77,3.14,0.6685916375682693,0.013000000000000001,0.0363,0.0468,0.0321,0.0190178984,0.028935347494565326,0.0032500000000000003,0.014084507042253502,0.01173146320000007,0.004450256431999922,0.0020399187189999997,1.8732113e-4,0.0306092028,0.06483569036665404,0.05356680229369859,NaN,0.68
19582,45.24,1.73,2.93,0.6246601698105315,0.0083,0.0357,0.0455,0.0324,0.0264734004,0.021436617552809206,0.002075,0.003472222222222099,0.002402630239999981,0.015576617985999963,0.0016180812309999997,7.5771817e-4,0.0291267896,0.08509117902496399,0.07413067936028339,NaN,0.68
19583,50.06,1.73,2.88,0.5613711966020786,0.024399999999999998,0.0409,0.0487,0.038,0.0148537083,0.01398347823684889,0.0060999999999999995,0,-0.0809706388100001,-0.05596102016000004,0.0017947668180000001,0.0013977792,0.028570777,0.11677726978956549,0.10690234188848446,NaN,0.69
19584,55.21,1.75,2.89,0.511779319797824,0.0277,0.0408,0.0485,0.0382,0.008697165,0.023686831610820705,0.006925,0,0.0073956226400000435,0.015388738369999766,0.0030364572009999994,0.0015858124,0.029529653,0.11395419891135616,0.10386497608236711,NaN,0.84
19591,55.44,1.77,3.11,0.5168602815309701,0.027999999999999997,0.0413,0.0485,0.0403,0.0086866922,0.024984389586117116,0.006999999999999999,0,0.005312530879999944,0.0013836728239999818,0.0019211095620000006,0.0017683065,0.0303178752,0.016480346542567137,0.008449214528356785,NaN,0.9
19592,58.47,1.79,3.4,0.483219390926041,0.0321,0.0446,0.0504,0.0419,0.00533433,0.026882074447754298,0.008025,0.006920415224913601,-0.011206344150000103,-0.024128897247999936,0.0018354212970000006,0.0019170919,0.0310799095,0.06385965822484652,0.055496266087195156,NaN,0.97
19593,56.88,1.81,3.43,0.4923378926038501,0.0404,0.0452,0.0518,0.0429,0.0184094457,0.030528391277140285,0.0101,0.0068728522336769515,-0.0038352897799999175,-0.006778467424000123,0.0032673401149999996,0.0013970167,0.0318694811,-0.02113133149466051,-0.028572338307252587,NaN,0.72
19594,59.89,1.83,3.39,0.45778379651436646,0.0449,0.0458,0.0528,0.0447,0.0221616624,0.022856304098949398,0.011225,0.0034129692832762792,-0.013024951850000188,0.020332611599999995,0.001425419554,9.753718e-4,0.0315256953,0.06184654417169444,0.052275672642526416,NaN,0.8
19601,55.34,1.94,3.39,0.5497980830049141,0.0331,0.0449,0.0525,0.0411,0.0112807688,0.025593410038608932,0.008275,0,0.06092604313600014,0.04318842593599981,0.003038809762,3.6098225e-4,0.0325256824,-0.06883453865159816,-0.07664052299292878,NaN,0.9
19602,56.92,1.95,3.26,0.5291748618525803,0.0246,0.0445,0.0526,0.0407,0.0163602618,0.024269926304970404,0.00615,0.006802721088435382,0.015205989680000087,0.009744055142000052,0.0015676724840000002,-4.2243115e-6,0.0327811161,0.039029586860685805,0.030069264997298895,NaN,0.84
19603,53.52,1.95,3.27,0.5843417106215741,0.0248,0.0425,0.0501,0.0387,0.0130343194,0.028312466953847915,0.0062,0,0.03757734079999997,0.031163175653000197,0.0033864095590000007,-0.0011943574,0.0317186894,-0.051373883828809586,-0.05926705876851179,NaN,0.73
19604,58.11,1.95,3.27,0.5504229651398789,0.0225,0.0435,0.051,0.038,0.0200029842,0.02276136078944106,0.005625,0.006756756756756799,0.01825673559200003,0.004129861759999853,0.0021676941430000003,-0.0013625136,0.0313395578,0.0959867029355943,0.08581694087149638,NaN,0.8
19611,65.06,1.94,3.09,0.5466798693525264,0.0239,0.0422,0.0502,0.0397,0.0207108934,0.022737590536724583,0.005975,0,0.005352381799999861,0.03310607867999993,0.0017035242120000003,-0.0012149657,0.0304817452,0.131528222422995,0.12318372824831725,NaN,0.72
19612,64.64,1.94,3.03,0.5408211006491607,0.0233,0.0433,0.0503,0.0404,0.0204688973,0.022482125766926812,0.005825,0,-7.042532499998977e-4,-0.01470278528000013,0.001962459452,-0.0011481273,0.0309445807,7.717651152601146e-4,-0.00654134616667168,NaN,0.78
19613,66.73,1.96,3.05,0.5275167210963905,0.022799999999999997,0.0445,0.0512,0.0403,0.0117525156,0.024963386856248895,0.005699999999999999,0.006711409395973034,0.012582658429999949,0.016624376320000023,0.001857088394,-0.0022923683,0.0310112566,0.03957824769796403,0.032340214083551366,NaN,0.75
